timestamp,image_filename,filter_name,params,mse,psnr,ssim
2026-03-30T14:02:02.236874,lena_original.jpg,log,"{'kernel': [[0, -1, 0], [-1, 5, -1], [0, -1, 0]], 'boost': 1.8}",16975.41065979004,5.832600715752534,0.021018641076661824
2026-03-30T14:12:25.771681,lena_original.jpg,log,"{'kernel': [[0, -1, 0], [-1, 5, -1], [0, -1, 0]], 'boost': 1.8}",16975.41065979004,5.832600715752534,0.021018641076661824
